date,asset,direction,entry,stop,target,exit,size,pnl_gbp,r_multiple,outcome,bars_held,risk_reward,confidence,zone_type,rationale
2017-01-16 19:00,Corn,long,365.5,353.6786,389.1429,353.6786,8.9093,-105.32,-1.0,loss,38,2.0,2,fvg,Long entry at 365.50. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 353.68 (at structural swing extreme). Profit target 389.14 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2017-07-09 20:00,Corn,long,391.75,376.1071,423.0357,376.1071,3.3328,-52.13,-1.0,loss,2,2.0,2,fvg,Long entry at 391.75. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 376.11 (at structural swing extreme). Profit target 423.04 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2018-01-23 19:00,Corn,long,350.5,343.4643,364.5714,364.5714,7.3728,103.75,2.0,win,10,2.0,2,fvg,Long entry at 350.50. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 343.46 (at structural swing extreme). Profit target 364.57 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2018-02-26 19:00,Corn,long,370.5,363.5714,384.3571,384.3571,30.2469,419.14,2.0,win,7,2.0,2,fvg,Long entry at 370.50. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 363.57 (at structural swing extreme). Profit target 384.36 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2018-03-07 19:00,Corn,long,385.75,377.4286,402.3929,377.4286,26.1915,-217.95,-1.0,loss,7,2.0,2,fvg,Long entry at 385.75. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 377.43 (at structural swing extreme). Profit target 402.39 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2018-04-30 20:00,Corn,long,396.75,387.6429,414.9643,387.6429,11.7266,-106.8,-1.0,loss,9,2.0,2,fvg,Long entry at 396.75. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 387.64 (at structural swing extreme). Profit target 414.96 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2018-05-14 20:00,Corn,long,402.25,392.2857,422.1786,392.2857,5.3053,-52.86,-1.0,loss,10,2.0,2,fvg,Long entry at 402.25. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 392.29 (at structural swing extreme). Profit target 422.18 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2019-06-13 20:00,Corn,long,453.0,422.6786,513.6429,422.6786,1.7347,-52.6,-1.0,loss,10,2.0,2,fvg,Long entry at 453.00. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 422.68 (at structural swing extreme). Profit target 513.64 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2020-10-14 20:00,Corn,long,403.75,385.1071,441.0357,441.0357,2.8073,104.67,2.0,win,47,2.0,2,fvg,Long entry at 403.75. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 385.11 (at structural swing extreme). Profit target 441.04 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2021-04-20 20:00,Corn,long,625.5,591.0357,694.4286,694.4286,6.135,422.88,2.0,win,4,2.0,2,fvg,Long entry at 625.50. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 591.04 (at structural swing extreme). Profit target 694.43 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2021-06-29 20:00,Corn,long,720.0,661.2143,837.5714,661.2143,3.7407,-219.9,-1.0,loss,3,2.0,2,fvg,Long entry at 720.00. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 661.21 (at structural swing extreme). Profit target 837.57 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2022-01-23 19:00,Corn,long,621.0,596.6429,669.7143,669.7143,4.4237,215.5,2.0,win,20,2.0,2,fvg,Long entry at 621.00. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 596.64 (at structural swing extreme). Profit target 669.71 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2022-02-21 19:00,Corn,long,674.75,642.7857,738.6786,738.6786,6.8767,439.62,2.0,win,5,2.0,2,fvg,Long entry at 674.75. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 642.79 (at structural swing extreme). Profit target 738.68 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2022-02-28 19:00,Corn,long,739.75,690.5357,838.1786,690.5357,4.645,-228.6,-1.0,loss,94,2.0,2,fvg,Long entry at 739.75. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 690.54 (at structural swing extreme). Profit target 838.18 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2022-09-11 20:00,Corn,long,712.25,674.0357,800.0,674.0357,2.9312,-112.01,-1.0,loss,4,2.3,2,fvg,Long entry at 712.25. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 674.04 (at structural swing extreme). Profit target 800.00 (prior swing high/low). Risk/reward: 2.3:1. Position sized to risk 2% of account equity (£200).
2023-10-04 20:00,Corn,long,497.5,479.1429,534.2143,479.1429,3.0205,-55.45,-1.0,loss,14,2.0,2,fvg,Long entry at 497.50. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 479.14 (at structural swing extreme). Profit target 534.21 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2024-05-01 20:00,Corn,long,452.0,439.9643,476.0714,439.9643,4.5839,-55.17,-1.0,loss,21,2.0,2,fvg,Long entry at 452.00. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 439.96 (at structural swing extreme). Profit target 476.07 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2024-12-09 19:00,Corn,long,440.5,428.5714,464.3571,428.5714,4.6019,-54.89,-1.0,loss,3,2.0,2,fvg,Long entry at 440.50. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 428.57 (at structural swing extreme). Profit target 464.36 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2025-01-09 19:00,Corn,long,470.5,457.2857,496.9286,496.9286,4.1334,109.24,2.0,win,12,2.0,2,fvg,Long entry at 470.50. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 457.29 (at structural swing extreme). Profit target 496.93 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2025-02-17 19:00,Corn,long,502.0,480.3571,545.2857,480.3571,10.1957,-220.66,-1.0,loss,5,2.0,2,fvg,Long entry at 502.00. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 480.36 (at structural swing extreme). Profit target 545.29 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2025-10-26 20:00,Corn,long,428.75,417.25,451.75,451.75,9.4022,216.25,2.0,win,42,2.0,2,fvg,Long entry at 428.75. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 417.25 (at structural swing extreme). Profit target 451.75 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2026-03-04 19:00,Corn,long,441.5,429.9286,464.6429,464.6429,19.0621,441.15,2.0,win,7,2.0,2,fvg,Long entry at 441.50. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 429.93 (at structural swing extreme). Profit target 464.64 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2026-05-17 20:00,Corn,long,477.0,456.5714,517.8571,465.5,11.2293,-129.14,-0.56,open,3,2.0,2,fvg,Long entry at 477.00. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 456.57 (at structural swing extreme). Profit target 517.86 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
