date,asset,direction,entry,stop,target,exit,size,pnl_gbp,r_multiple,outcome,bars_held,risk_reward,confidence,zone_type,rationale
2024-07-04 14:15,Gold,short,2360.415,2361.5648,2356.845,2356.845,45.0244,160.74,3.11,win,13,3.11,3,fvg,Short entry at 2360.41. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 2361.56 (at structural swing extreme). Profit target 2356.84 (prior swing high/low). Risk/reward: 3.1:1. Position sized to risk 2% of account equity (£200).
2024-07-09 18:05,Gold,short,2363.218,2367.2324,2350.915,2367.2324,13.0954,-52.57,-1.0,loss,86,3.06,3,fvg,Short entry at 2363.22. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 2367.23 (at structural swing extreme). Profit target 2350.91 (prior swing high/low). Risk/reward: 3.1:1. Position sized to risk 2% of account equity (£200).
2024-07-12 08:50,Gold,short,2407.575,2408.6368,2403.965,2403.965,98.5243,355.67,3.4,win,8,3.4,4,fvg,Short entry at 2407.57. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • false breakout pattern confirmed — buy-side liquidity swept then reversed   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 2408.64 (at structural swing extreme). Profit target 2403.97 (prior swing high/low). Risk/reward: 3.4:1. Position sized to risk 2% of account equity (£200).
2024-07-18 14:50,Gold,short,2469.228,2472.7586,2457.495,2457.495,30.6387,359.48,3.32,win,14,3.32,4,fvg,Short entry at 2469.23. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • false breakout pattern confirmed — buy-side liquidity swept then reversed   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 2472.76 (at structural swing extreme). Profit target 2457.49 (prior swing high/low). Risk/reward: 3.3:1. Position sized to risk 2% of account equity (£200).
2024-07-22 10:45,Gold,short,2407.698,2409.3548,2402.195,2402.195,33.73,185.62,3.32,win,8,3.32,3,fvg,Short entry at 2407.70. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 2409.35 (at structural swing extreme). Profit target 2402.20 (prior swing high/low). Risk/reward: 3.3:1. Position sized to risk 2% of account equity (£200).
2024-07-23 19:45,Gold,short,2408.458,2410.1733,2402.518,2410.1733,33.1207,-56.81,-1.0,loss,65,3.46,3,fvg,Short entry at 2408.46. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 2410.17 (at structural swing extreme). Profit target 2402.52 (prior swing high/low). Risk/reward: 3.5:1. Position sized to risk 2% of account equity (£200).
2025-12-01 18:15,Gold,short,4335.1,4340.4143,4318.0,4318.0,10.6369,181.89,3.22,win,69,3.22,3,fvg,Short entry at 4335.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4340.41 (at structural swing extreme). Profit target 4318.00 (prior swing high/low). Risk/reward: 3.2:1. Position sized to risk 2% of account equity (£200).
2026-01-08 15:10,Gold,short,4520.8,4526.9571,4501.7,4526.9571,9.3285,-57.44,-1.0,loss,1,3.1,3,fvg,Short entry at 4520.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4526.96 (at structural swing extreme). Profit target 4501.70 (prior swing high/low). Risk/reward: 3.1:1. Position sized to risk 2% of account equity (£200).
2026-01-14 18:35,Gold,short,4705.1,4713.7821,4679.0,4713.7821,6.5824,-57.15,-1.0,loss,5,3.01,3,fvg,Short entry at 4705.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4713.78 (at structural swing extreme). Profit target 4679.00 (prior swing high/low). Risk/reward: 3.0:1. Position sized to risk 2% of account equity (£200).
2026-01-21 13:55,Gold,short,4953.6,4959.4964,4933.8,4933.8,9.6438,190.95,3.36,win,1,3.36,3,fvg,Short entry at 4953.60. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4959.50 (at structural swing extreme). Profit target 4933.80 (prior swing high/low). Risk/reward: 3.4:1. Position sized to risk 2% of account equity (£200).
2026-02-10 08:40,Gold,short,5108.2,5130.4357,5027.4,5130.4357,2.6003,-57.82,-1.0,loss,67,3.63,3,fvg,Short entry at 5108.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5130.44 (at structural swing extreme). Profit target 5027.40 (prior swing high/low). Risk/reward: 3.6:1. Position sized to risk 2% of account equity (£200).
2026-02-17 18:55,Gold,short,4954.3,4969.1,4909.3,4969.1,3.8871,-57.53,-1.0,loss,87,3.04,3,fvg,Short entry at 4954.30. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4969.10 (at structural swing extreme). Profit target 4909.30 (prior swing high/low). Risk/reward: 3.0:1. Position sized to risk 2% of account equity (£200).
2026-02-19 13:55,Gold,short,5056.0,5061.3357,5037.5,5037.5,10.7281,198.47,3.47,win,2,3.47,3,fvg,Short entry at 5056.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5061.34 (at structural swing extreme). Profit target 5037.50 (prior swing high/low). Risk/reward: 3.5:1. Position sized to risk 2% of account equity (£200).
2026-02-27 11:35,Gold,short,5236.1,5237.7893,5230.9,5237.7893,34.4727,-58.23,-1.0,loss,4,3.08,3,fvg,Short entry at 5236.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5237.79 (at structural swing extreme). Profit target 5230.90 (prior swing high/low). Risk/reward: 3.1:1. Position sized to risk 2% of account equity (£200).
2026-03-16 10:55,Gold,short,5039.7,5047.3107,5010.4,5047.3107,7.6134,-57.94,-1.0,loss,4,3.85,3,fvg,Short entry at 5039.70. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5047.31 (at structural swing extreme). Profit target 5010.40 (prior swing high/low). Risk/reward: 3.8:1. Position sized to risk 2% of account equity (£200).
2026-03-16 11:20,Gold,short,5062.0,5065.8357,5048.3,5048.3,15.0307,205.92,3.57,win,6,3.57,4,fvg+ob,Short entry at 5062.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) AND supply zone (OB) — highest confluence   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5065.84 (at structural swing extreme). Profit target 5048.30 (prior swing high/low). Risk/reward: 3.6:1. Position sized to risk 2% of account equity (£200).
2026-03-19 19:05,Gold,short,4688.8,4695.625,4667.9,4695.625,8.5982,-58.68,-1.0,loss,1,3.06,3,fvg,Short entry at 4688.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4695.62 (at structural swing extreme). Profit target 4667.90 (prior swing high/low). Risk/reward: 3.1:1. Position sized to risk 2% of account equity (£200).
2026-03-23 17:30,Gold,short,4464.8,4485.6821,4387.4,4485.6821,2.7961,-58.39,-1.0,loss,13,3.71,3,fvg,Short entry at 4464.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4485.68 (at structural swing extreme). Profit target 4387.40 (prior swing high/low). Risk/reward: 3.7:1. Position sized to risk 2% of account equity (£200).
2026-04-02 14:15,Gold,short,4687.0,4708.1107,4620.8,4708.1107,2.752,-58.1,-1.0,loss,4,3.14,3,fvg,Short entry at 4687.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4708.11 (at structural swing extreme). Profit target 4620.80 (prior swing high/low). Risk/reward: 3.1:1. Position sized to risk 2% of account equity (£200).
2026-04-09 10:20,Gold,short,4762.8,4768.075,4744.9,4768.075,10.9587,-57.81,-1.0,loss,5,3.39,3,fvg,Short entry at 4762.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4768.08 (at structural swing extreme). Profit target 4744.90 (prior swing high/low). Risk/reward: 3.4:1. Position sized to risk 2% of account equity (£200).
2026-04-23 11:50,Gold,short,4731.4,4734.3786,4719.8,4734.3786,19.3106,-57.52,-1.0,loss,1,3.89,3,fvg,Short entry at 4731.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4734.38 (at structural swing extreme). Profit target 4719.80 (prior swing high/low). Risk/reward: 3.9:1. Position sized to risk 2% of account equity (£200).
2026-04-29 15:45,Gold,short,4567.2,4570.6607,4556.4,4556.4,16.5372,178.6,3.12,win,1,3.12,3,fvg,Short entry at 4567.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4570.66 (at structural swing extreme). Profit target 4556.40 (prior swing high/low). Risk/reward: 3.1:1. Position sized to risk 2% of account equity (£200).
2026-05-12 18:50,Gold,short,4704.4,4710.3643,4683.4,4710.3643,19.4905,-116.25,-1.0,loss,6,3.52,4,fvg,Short entry at 4704.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • false breakout pattern confirmed — buy-side liquidity swept then reversed   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4710.36 (at structural swing extreme). Profit target 4683.40 (prior swing high/low). Risk/reward: 3.5:1. Position sized to risk 2% of account equity (£200).
2026-05-13 15:30,Gold,short,4702.7,4708.2071,4684.2,4708.2071,10.4487,-57.54,-1.0,loss,7,3.36,3,fvg,Short entry at 4702.70. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4708.21 (at structural swing extreme). Profit target 4684.20 (prior swing high/low). Risk/reward: 3.4:1. Position sized to risk 2% of account equity (£200).
2026-05-21 17:30,Gold,short,4544.2,4550.8071,4522.4,4550.8071,8.6656,-57.25,-1.0,loss,3,3.3,3,fvg,Short entry at 4544.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4550.81 (at structural swing extreme). Profit target 4522.40 (prior swing high/low). Risk/reward: 3.3:1. Position sized to risk 2% of account equity (£200).
