date,asset,direction,entry,stop,target,exit,size,pnl_gbp,r_multiple,outcome,bars_held,risk_reward,confidence,zone_type,rationale
2024-06-03 09:25,Gold,short,2324.825,2325.1804,2323.125,2325.1804,186.7971,-66.39,-1.0,loss,1,4.78,1,CISD,Bearish CISD at 2024-06-03 09:25:00. Zone: CISD. Asia purge: none. RR: 4.8.
2024-06-04 07:00,Gold,short,2344.535,2344.691,2343.965,2343.965,423.4514,241.37,3.65,win,1,3.65,2,CISD+zone,Bearish CISD at 2024-06-04 07:00:00. Zone: CISD+zone. Asia purge: none. RR: 3.7.
2024-06-10 08:55,Gold,short,2292.858,2294.2051,2286.628,2294.2051,49.9336,-67.27,-1.0,loss,3,4.62,2,CISD+zone,Bearish CISD at 2024-06-10 08:55:00. Zone: CISD+zone. Asia purge: bull. RR: 4.6.
2024-06-10 13:40,Gold,short,2304.315,2303.9474,2303.025,2303.025,182.0841,234.89,3.51,win,1,3.51,2,CISD+zone,Bearish CISD at 2024-06-10 13:40:00. Zone: CISD+zone. Asia purge: bull. RR: 3.5.
2024-06-11 09:20,Gold,short,2304.145,2304.3241,2303.025,2303.025,380.1775,425.8,6.25,win,1,6.25,1,CISD,Bearish CISD at 2024-06-11 09:20:00. Zone: CISD. Asia purge: none. RR: 6.3.
2024-06-12 07:20,Gold,short,2312.345,2313.2653,2297.595,2313.2653,76.314,-70.23,-1.0,loss,6,16.03,1,CISD,Bearish CISD at 2024-06-12 07:20:00. Zone: CISD. Asia purge: none. RR: 16.0.
2024-06-20 07:45,Gold,short,2339.988,2341.9188,2332.985,2332.985,36.1937,253.46,3.63,win,6,3.63,1,CISD,Bearish CISD at 2024-06-20 07:45:00. Zone: CISD. Asia purge: bear. RR: 3.6.
2024-06-21 12:30,Gold,short,2364.065,2364.0826,2363.328,2363.328,4045.8135,2981.76,41.91,win,1,41.91,2,CISD+zone,Bearish CISD at 2024-06-21 12:30:00. Zone: CISD+zone. Asia purge: bull. RR: 41.9.
2024-06-25 13:05,Gold,short,2324.535,2326.1273,2317.818,2326.1273,54.0452,-86.06,-1.0,loss,2,4.22,1,CISD,Bearish CISD at 2024-06-25 13:05:00. Zone: CISD. Asia purge: bear. RR: 4.2.
2024-07-01 08:00,Gold,short,2322.775,2323.6484,2318.905,2323.6484,98.0428,-85.63,-1.0,loss,2,4.43,2,CISD+zone,Bearish CISD at 2024-07-01 08:00:00. Zone: CISD+zone. Asia purge: none. RR: 4.4.
2024-07-02 09:30,Gold,short,2327.935,2328.8624,2324.785,2324.785,91.8721,289.4,3.4,win,4,3.4,1,CISD,Bearish CISD at 2024-07-02 09:30:00. Zone: CISD. Asia purge: bull. RR: 3.4.
2024-07-08 08:00,Gold,short,2378.058,2378.5644,2376.538,2378.5644,171.1017,-86.65,-1.0,loss,2,3.0,1,CISD,Bearish CISD at 2024-07-08 08:00:00. Zone: CISD. Asia purge: bull. RR: 3.0.
2024-07-08 14:55,Gold,short,2373.868,2374.4741,2370.985,2374.4741,142.2501,-86.21,-1.0,loss,2,4.76,2,CISD+zone,Bearish CISD at 2024-07-08 14:55:00. Zone: CISD+zone. Asia purge: bull. RR: 4.8.
2024-07-09 07:10,Gold,short,2362.455,2362.8489,2360.378,2360.378,217.7672,452.3,5.27,win,2,5.27,1,CISD,Bearish CISD at 2024-07-09 07:10:00. Zone: CISD. Asia purge: none. RR: 5.3.
2024-07-09 12:35,Gold,short,2356.898,2358.2552,2350.915,2358.2552,64.8732,-88.04,-1.0,loss,2,4.41,1,CISD,Bearish CISD at 2024-07-09 12:35:00. Zone: CISD. Asia purge: bull. RR: 4.4.
2024-07-17 09:25,Gold,short,2471.445,2471.465,2471.385,2471.385,4389.5517,263.37,3.01,win,1,3.01,2,CISD+zone,Bearish CISD at 2024-07-17 09:25:00. Zone: CISD+zone. Asia purge: none. RR: 3.0.
2024-07-25 14:25,Gold,long,2366.825,2363.1642,2374.745,2363.1642,48.5795,-177.84,-1.0,loss,1,2.16,5,CISD+BKR,Bullish CISD at 2024-07-25 14:25:00. Zone: CISD+BKR. Asia purge: bull. RR: 2.2.
2024-07-29 12:00,Gold,short,2387.195,2387.8746,2385.345,2387.8746,129.5288,-88.03,-1.0,loss,1,2.72,1,CISD,Bearish CISD at 2024-07-29 12:00:00. Zone: CISD. Asia purge: bull. RR: 2.7.
2024-07-29 14:30,Gold,short,2389.455,2390.286,2385.345,2385.345,105.3982,433.19,4.95,win,2,4.95,1,CISD,Bearish CISD at 2024-07-29 14:30:00. Zone: CISD. Asia purge: bull. RR: 4.9.
2024-08-02 07:20,Gold,short,2462.365,2462.3412,2462.288,2462.3412,3771.2755,89.76,1.0,loss,1,3.24,1,CISD,Bearish CISD at 2024-08-02 07:20:00. Zone: CISD. Asia purge: none. RR: 3.2.
2025-09-23 14:30,Gold,short,3889.6,3889.9057,3880.4,3889.9057,295.0635,-90.21,-1.0,loss,7,30.09,3,CISD+FVG,Bearish CISD at 2025-09-23 14:30:00. Zone: CISD+FVG. Asia purge: bear. RR: 30.1.
2025-10-09 13:45,Gold,short,4137.4,4145.8293,4120.0,4120.0,10.6479,185.27,2.06,win,7,2.06,1,CISD,Bearish CISD at 2025-10-09 13:45:00. Zone: CISD. Asia purge: bear. RR: 2.1.
2025-10-27 13:50,Gold,short,4125.3,4127.8586,4118.9,4118.9,35.4418,226.83,2.5,win,2,2.5,1,CISD,Bearish CISD at 2025-10-27 13:50:00. Zone: CISD. Asia purge: bull. RR: 2.5.
2025-10-31 14:50,Gold,short,4117.6,4117.8957,4116.0,4117.8957,310.4842,-91.81,-1.0,loss,2,5.41,2,CISD+zone,Bearish CISD at 2025-10-31 14:50:00. Zone: CISD+zone. Asia purge: none. RR: 5.4.
2025-12-12 14:30,Gold,short,4432.5,4435.4879,4424.9,4435.4879,61.1512,-182.71,-1.0,loss,2,2.54,4,CISD+IFVG,Bearish CISD at 2025-12-12 14:30:00. Zone: CISD+IFVG. Asia purge: bear. RR: 2.5.
2025-12-18 14:45,Gold,short,4407.7,4409.93,4401.7,4409.93,40.5569,-90.44,-1.0,loss,1,2.69,1,CISD,Bearish CISD at 2025-12-18 14:45:00. Zone: CISD. Asia purge: bull. RR: 2.7.
2025-12-24 14:35,Gold,short,4566.8,4582.6036,4524.6,4582.6036,5.6943,-89.99,-1.0,loss,51,2.67,1,CISD,Bearish CISD at 2025-12-24 14:35:00. Zone: CISD. Asia purge: none. RR: 2.7.
2025-12-30 13:25,Gold,short,4474.0,4478.7364,4462.7,4462.7,18.9045,213.62,2.39,win,1,2.39,1,CISD,Bearish CISD at 2025-12-30 13:25:00. Zone: CISD. Asia purge: bear. RR: 2.4.
2026-01-14 09:50,Gold,short,4704.0,4704.2193,4697.6,4704.2193,413.1958,-90.61,-1.0,loss,2,29.19,2,CISD+zone,Bearish CISD at 2026-01-14 09:50:00. Zone: CISD+zone. Asia purge: none. RR: 29.2.
2026-01-14 14:35,Gold,short,4694.2,4703.4607,4675.0,4703.4607,9.7352,-90.15,-1.0,loss,46,2.07,1,CISD,Bearish CISD at 2026-01-14 14:35:00. Zone: CISD. Asia purge: none. RR: 2.1.
2026-01-28 09:15,Gold,short,5346.9,5354.8514,5324.8,5354.8514,11.2815,-89.7,-1.0,loss,11,2.78,1,CISD,Bearish CISD at 2026-01-28 09:15:00. Zone: CISD. Asia purge: bear. RR: 2.8.
2026-01-28 13:45,Gold,short,5338.8,5340.705,5330.0,5340.705,46.8533,-89.26,-1.0,loss,2,4.62,5,CISD+BKR,Bearish CISD at 2026-01-28 13:45:00. Zone: CISD+BKR. Asia purge: bear. RR: 4.6.
2026-01-30 12:45,Gold,short,5133.6,5183.0871,5000.0,5000.0,1.7946,239.76,2.7,win,49,2.7,1,CISD,Bearish CISD at 2026-01-30 12:45:00. Zone: CISD. Asia purge: bull. RR: 2.7.
2026-02-02 13:30,Gold,short,4774.9,4801.8436,4715.6,4801.8436,3.3406,-90.01,-1.0,loss,12,2.2,2,CISD+zone,Bearish CISD at 2026-02-02 13:30:00. Zone: CISD+zone. Asia purge: bull. RR: 2.2.
2026-02-05 14:15,Gold,short,4871.2,4884.4129,4843.5,4884.4129,6.7781,-89.56,-1.0,loss,1,2.1,1,CISD,Bearish CISD at 2026-02-05 14:15:00. Zone: CISD. Asia purge: none. RR: 2.1.
2026-02-06 09:15,Gold,short,4905.5,4911.7371,4891.3,4911.7371,14.287,-89.11,-1.0,loss,1,2.28,2,CISD+zone,Bearish CISD at 2026-02-06 09:15:00. Zone: CISD+zone. Asia purge: none. RR: 2.3.
2026-02-11 08:30,Gold,short,5110.9,5111.9921,5093.8,5111.9921,81.1842,-88.66,-1.0,loss,1,15.66,1,CISD,Bearish CISD at 2026-02-11 08:30:00. Zone: CISD. Asia purge: bear. RR: 15.7.
2026-02-12 12:45,Gold,short,5116.1,5118.7471,5104.0,5118.7471,33.327,-88.22,-1.0,loss,4,4.57,1,CISD,Bearish CISD at 2026-02-12 12:45:00. Zone: CISD. Asia purge: bear. RR: 4.6.
2026-02-12 14:50,Gold,short,5115.0,5118.765,5104.0,5104.0,23.3148,256.46,2.92,win,1,2.92,2,CISD,Bearish CISD at 2026-02-12 14:50:00. Zone: CISD. Asia purge: bear. RR: 2.9.
2026-02-19 09:30,Gold,short,5060.0,5061.9657,5053.1,5053.1,90.616,625.25,3.51,win,1,3.51,4,CISD+IFVG,Bearish CISD at 2026-02-19 09:30:00. Zone: CISD+IFVG. Asia purge: bear. RR: 3.5.
2026-02-20 07:25,Gold,short,5071.3,5071.7543,5067.5,5071.7543,405.8629,-184.38,-1.0,loss,1,8.36,4,CISD+IFVG,Bearish CISD at 2026-02-20 07:25:00. Zone: CISD+IFVG. Asia purge: bear. RR: 8.4.
2026-02-23 12:05,Gold,short,5208.3,5210.0364,5204.6,5210.0364,52.5602,-91.27,-1.0,loss,1,2.13,2,CISD+zone,Bearish CISD at 2026-02-23 12:05:00. Zone: CISD+zone. Asia purge: none. RR: 2.1.
2026-03-05 12:55,Gold,short,5211.8,5213.0121,5208.9,5208.9,74.9174,217.26,2.39,win,1,2.39,2,CISD+zone,Bearish CISD at 2026-03-05 12:55:00. Zone: CISD+zone. Asia purge: bull. RR: 2.4.
2026-03-06 12:55,Gold,short,5130.0,5134.1371,5113.2,5113.2,22.2127,373.17,4.06,win,2,4.06,1,CISD,Bearish CISD at 2026-03-06 12:55:00. Zone: CISD. Asia purge: none. RR: 4.1.
2026-03-09 07:00,Gold,short,5139.5,5144.4086,5126.0,5144.4086,19.1019,-93.76,-1.0,loss,2,2.75,1,CISD,Bearish CISD at 2026-03-09 07:00:00. Zone: CISD. Asia purge: none. RR: 2.8.
2026-03-09 13:50,Gold,short,5118.0,5129.1379,5088.8,5129.1379,8.3763,-93.29,-1.0,loss,2,2.62,1,CISD,Bearish CISD at 2026-03-09 13:50:00. Zone: CISD. Asia purge: none. RR: 2.6.
2026-03-11 13:35,Gold,short,5219.5,5223.655,5208.8,5208.8,22.3412,239.05,2.58,win,2,2.58,1,CISD,Bearish CISD at 2026-03-11 13:35:00. Zone: CISD. Asia purge: bull. RR: 2.6.
2026-03-13 13:30,Gold,short,5145.6,5152.8171,5129.4,5152.8171,13.0277,-94.02,-1.0,loss,2,2.24,1,CISD,Bearish CISD at 2026-03-13 13:30:00. Zone: CISD. Asia purge: bull. RR: 2.2.
2026-03-17 09:05,Gold,short,5059.1,5062.9864,5051.3,5051.3,24.0716,187.76,2.01,win,11,2.01,1,CISD,Bearish CISD at 2026-03-17 09:05:00. Zone: CISD. Asia purge: none. RR: 2.0.
2026-03-20 09:30,Gold,short,4714.1,4729.55,4676.4,4676.4,6.116,230.57,2.44,win,17,2.44,1,CISD,Bearish CISD at 2026-03-20 09:30:00. Zone: CISD. Asia purge: none. RR: 2.4.
2026-03-20 13:10,Gold,short,4694.7,4702.9757,4676.4,4702.9757,11.5572,-95.64,-1.0,loss,2,2.21,2,CISD+zone,Bearish CISD at 2026-03-20 13:10:00. Zone: CISD+zone. Asia purge: none. RR: 2.2.
2026-03-20 13:45,Gold,short,4687.7,4701.0493,4539.5,4539.5,7.1289,1056.51,11.1,win,61,11.1,2,CISD+zone,Bearish CISD at 2026-03-20 13:45:00. Zone: CISD+zone. Asia purge: none. RR: 11.1.
2026-03-24 08:25,Gold,short,4430.4,4433.9614,4408.5,4433.9614,28.2046,-100.45,-1.0,loss,1,6.15,1,CISD,Bearish CISD at 2026-03-24 08:25:00. Zone: CISD. Asia purge: none. RR: 6.1.
2026-03-24 12:30,Gold,short,4412.5,4439.9279,4337.7,4439.9279,3.644,-99.95,-1.0,loss,22,2.73,1,CISD,Bearish CISD at 2026-03-24 12:30:00. Zone: CISD. Asia purge: none. RR: 2.7.
2026-03-25 09:35,Gold,short,4586.4,4591.2843,4575.6,4575.6,20.3605,219.89,2.21,win,2,2.21,2,CISD+zone,Bearish CISD at 2026-03-25 09:35:00. Zone: CISD+zone. Asia purge: bull. RR: 2.2.
2026-03-25 12:20,Gold,short,4587.3,4600.2,4558.3,4558.3,7.7943,226.03,2.25,win,2,2.25,2,CISD+zone,Bearish CISD at 2026-03-25 12:20:00. Zone: CISD+zone. Asia purge: bull. RR: 2.2.
2026-03-27 07:00,Gold,short,4477.7,4490.6186,4401.0,4490.6186,7.8706,-101.68,-1.0,loss,85,5.94,1,CISD,Bearish CISD at 2026-03-27 07:00:00. Zone: CISD. Asia purge: none. RR: 5.9.
2026-03-31 07:10,Gold,short,4581.9,4587.3486,4510.0,4587.3486,18.5678,-101.17,-1.0,loss,4,13.2,1,CISD,Bearish CISD at 2026-03-31 07:10:00. Zone: CISD. Asia purge: none. RR: 13.2.
2026-03-31 09:25,Gold,short,4592.5,4598.8536,4575.7,4575.7,15.8434,266.17,2.64,win,14,2.64,2,CISD+zone,Bearish CISD at 2026-03-31 09:25:00. Zone: CISD+zone. Asia purge: none. RR: 2.6.
2026-04-02 08:40,Gold,short,4656.1,4668.185,4625.4,4625.4,8.4396,259.1,2.54,win,36,2.54,1,CISD,Bearish CISD at 2026-04-02 08:40:00. Zone: CISD. Asia purge: none. RR: 2.5.
2026-04-08 07:00,Gold,short,4839.5,4848.1321,4819.8,4819.8,11.9656,235.72,2.28,win,20,2.28,1,CISD,Bearish CISD at 2026-04-08 07:00:00. Zone: CISD. Asia purge: none. RR: 2.3.
2026-04-09 14:30,Gold,short,4781.2,4794.1036,4720.6,4794.1036,16.192,-208.93,-1.0,loss,6,4.7,5,CISD+BKR,Bearish CISD at 2026-04-09 14:30:00. Zone: CISD+BKR. Asia purge: bear. RR: 4.7.
2026-04-13 08:45,Gold,short,4751.8,4753.3443,4747.4,4747.4,133.942,589.34,2.85,win,1,2.85,5,CISD+BKR,Bearish CISD at 2026-04-13 08:45:00. Zone: CISD+BKR. Asia purge: bear. RR: 2.8.
2026-04-14 09:25,Gold,short,4802.0,4810.6157,4775.5,4810.6157,12.3459,-106.37,-1.0,loss,11,3.08,1,CISD,Bearish CISD at 2026-04-14 09:25:00. Zone: CISD. Asia purge: bear. RR: 3.1.
2026-04-20 08:00,Gold,short,4808.1,4810.7943,4764.2,4810.7943,39.2821,-105.84,-1.0,loss,2,16.29,2,CISD+zone,Bearish CISD at 2026-04-20 08:00:00. Zone: CISD+zone. Asia purge: none. RR: 16.3.
2026-04-22 14:35,Gold,short,4755.8,4757.6814,4746.9,4757.6814,55.9724,-105.31,-1.0,loss,1,4.73,1,CISD,Bearish CISD at 2026-04-22 14:35:00. Zone: CISD. Asia purge: bull. RR: 4.7.
2026-04-23 09:15,Gold,short,4716.0,4719.5557,4705.7,4705.7,29.4685,303.53,2.9,win,11,2.9,1,CISD,Bearish CISD at 2026-04-23 09:15:00. Zone: CISD. Asia purge: none. RR: 2.9.
2026-04-23 14:05,Gold,short,4738.6,4746.7514,4719.8,4746.7514,13.0406,-106.3,-1.0,loss,3,2.31,1,CISD,Bearish CISD at 2026-04-23 14:05:00. Zone: CISD. Asia purge: none. RR: 2.3.
2026-04-24 09:25,Gold,short,4698.7,4703.4371,4684.7,4703.4371,22.3273,-105.77,-1.0,loss,3,2.96,2,CISD+zone,Bearish CISD at 2026-04-24 09:25:00. Zone: CISD+zone. Asia purge: none. RR: 3.0.
2026-04-24 12:40,Gold,short,4714.9,4723.3457,4694.9,4723.3457,12.4606,-105.24,-1.0,loss,12,2.37,1,CISD,Bearish CISD at 2026-04-24 12:40:00. Zone: CISD. Asia purge: bear. RR: 2.4.
2026-04-27 13:05,Gold,short,4711.5,4712.9036,4708.3,4712.9036,74.6044,-104.71,-1.0,loss,1,2.28,1,CISD,Bearish CISD at 2026-04-27 13:05:00. Zone: CISD. Asia purge: none. RR: 2.3.
2026-04-29 07:05,Gold,short,4593.8,4602.8114,4567.6,4567.6,11.5619,302.92,2.91,win,33,2.91,1,CISD,Bearish CISD at 2026-04-29 07:05:00. Zone: CISD. Asia purge: none. RR: 2.9.
2026-05-04 14:15,Gold,long,4584.1,4569.775,4629.9,4569.775,7.379,-105.7,-1.0,loss,9,3.2,1,CISD,Bullish CISD at 2026-05-04 14:15:00. Zone: CISD. Asia purge: bull. RR: 3.2.
2026-05-07 08:15,Gold,short,4746.2,4753.6264,4714.6,4753.6264,14.1623,-105.18,-1.0,loss,45,4.26,1,CISD,Bearish CISD at 2026-05-07 08:15:00. Zone: CISD. Asia purge: bear. RR: 4.3.
2026-05-08 09:40,Gold,short,4722.9,4724.5521,4715.9,4724.5521,63.3415,-104.65,-1.0,loss,6,4.24,1,CISD,Bearish CISD at 2026-05-08 09:40:00. Zone: CISD. Asia purge: none. RR: 4.2.
2026-05-13 07:00,Gold,short,4709.2,4713.9843,4696.0,4713.9843,21.7642,-104.13,-1.0,loss,3,2.76,2,CISD+zone,Bearish CISD at 2026-05-13 07:00:00. Zone: CISD+zone. Asia purge: none. RR: 2.8.
2026-05-14 13:30,Gold,short,4691.1,4696.7321,4676.0,4676.0,18.3954,277.77,2.68,win,2,2.68,1,CISD,Bearish CISD at 2026-05-14 13:30:00. Zone: CISD. Asia purge: none. RR: 2.7.
2026-05-15 09:15,Gold,short,4550.7,4554.1636,4543.1,4554.1636,30.3139,-104.99,-1.0,loss,1,2.19,1,CISD,Bearish CISD at 2026-05-15 09:15:00. Zone: CISD. Asia purge: bull. RR: 2.2.
