date,asset,direction,entry,stop,target,exit,size,pnl_gbp,r_multiple,outcome,bars_held,risk_reward,confidence,zone_type,rationale
2015-05-13 20:00,Gold,long,1225.4,1194.9,1286.4001,1194.9,3.2074,-97.83,-1.0,loss,7,2.0,2,fvg,Long entry at 1225.40. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1194.90 (at structural swing extreme). Profit target 1286.40 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2016-01-06 19:00,Gold,long,1107.7,1078.3999,1166.3,1078.3999,1.6527,-48.42,-1.0,loss,5,2.0,2,fvg,Long entry at 1107.70. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1078.40 (at structural swing extreme). Profit target 1166.30 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2016-02-04 19:00,Gold,long,1157.8,1129.6429,1214.1143,1214.1143,1.7112,96.36,2.0,win,4,2.0,2,fvg,Long entry at 1157.80. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1129.64 (at structural swing extreme). Profit target 1214.11 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2016-04-28 20:00,Gold,long,1289.2,1254.3285,1358.9428,1254.3285,5.582,-194.65,-1.0,loss,14,2.0,2,fvg,Long entry at 1289.20. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1254.33 (at structural swing extreme). Profit target 1358.94 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2017-08-27 20:00,Gold,long,1309.7,1285.9,1357.2999,1285.9,4.0076,-95.38,-1.0,loss,21,2.0,2,fvg,Long entry at 1309.70. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1285.90 (at structural swing extreme). Profit target 1357.30 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2018-12-03 19:00,Gold,long,1241.1,1224.9428,1273.4144,1273.4144,2.9221,94.43,2.0,win,14,2.0,2,fvg,Long entry at 1241.10. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1224.94 (at structural swing extreme). Profit target 1273.41 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2019-08-01 20:00,Gold,long,1445.6,1415.6857,1505.4286,1505.4286,6.3762,381.48,2.0,win,3,2.0,1,fvg,Long entry at 1445.60. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it Stop loss placed at 1415.69 (at structural swing extreme). Profit target 1505.43 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2020-02-19 19:00,Gold,long,1616.6,1586.9,1675.9999,1675.9999,6.6791,396.74,2.0,win,2,2.0,2,fvg,Long entry at 1616.60. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1586.90 (at structural swing extreme). Profit target 1676.00 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2020-04-08 20:00,Gold,long,1736.2,1633.7285,1941.1428,1941.1428,2.0133,412.61,2.0,win,75,2.0,2,fvg,Long entry at 1736.20. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1633.73 (at structural swing extreme). Profit target 1941.14 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2021-11-08 19:00,Gold,long,1830.2,1795.9857,1898.6285,1795.9857,6.271,-214.56,-1.0,loss,10,2.0,2,fvg,Long entry at 1830.20. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1795.99 (at structural swing extreme). Profit target 1898.63 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2022-01-18 19:00,Gold,long,1843.1,1808.4572,1912.3856,1808.4572,3.0348,-105.13,-1.0,loss,6,2.0,2,fvg,Long entry at 1843.10. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1808.46 (at structural swing extreme). Profit target 1912.39 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2022-04-11 20:00,Gold,long,1972.1,1922.6571,2072.0,1922.6571,1.0525,-52.04,-1.0,loss,8,2.02,2,fvg,Long entry at 1972.10. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1922.66 (at structural swing extreme). Profit target 2072.00 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2023-01-05 19:00,Gold,long,1864.2,1825.5999,1941.4,1941.4,1.3415,103.56,2.0,win,17,2.0,2,fvg,Long entry at 1864.20. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 1825.60 (at structural swing extreme). Profit target 1941.40 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2024-02-29 19:00,Gold,long,2086.8999,2051.7285,2157.2426,2157.2426,5.9478,418.39,2.0,win,4,2.0,2,fvg,Long entry at 2086.90. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 2051.73 (at structural swing extreme). Profit target 2157.24 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2024-04-04 20:00,Gold,long,2325.7,2262.2429,2452.6141,2452.6141,3.4285,435.12,2.0,win,69,2.0,2,fvg,Long entry at 2325.70. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 2262.24 (at structural swing extreme). Profit target 2452.61 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2024-08-15 20:00,Gold,long,2498.6001,2421.4857,2652.8289,2652.8289,2.9341,452.53,2.0,win,26,2.0,2,fvg,Long entry at 2498.60. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 2421.49 (at structural swing extreme). Profit target 2652.83 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2024-10-16 20:00,Gold,long,2691.0,2643.3285,2786.3429,2786.3429,4.9362,470.63,2.0,win,9,2.0,2,fvg,Long entry at 2691.00. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 2643.33 (at structural swing extreme). Profit target 2786.34 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2025-03-17 20:00,Gold,long,3035.1001,2964.5001,3176.3002,2964.5001,3.4664,-244.73,-1.0,loss,14,2.0,2,fvg,Long entry at 3035.10. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 2964.50 (at structural swing extreme). Profit target 3176.30 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2025-04-20 20:00,Gold,long,3406.2,3243.5,3731.5999,3243.5,0.737,-119.92,-1.0,loss,8,2.0,2,fvg,Long entry at 3406.20. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 3243.50 (at structural swing extreme). Profit target 3731.60 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2025-09-01 20:00,Gold,long,3549.3999,3488.2141,3671.7714,3671.7714,0.9701,118.72,2.0,win,9,2.0,2,fvg,Long entry at 3549.40. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 3488.21 (at structural swing extreme). Profit target 3671.77 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
2025-12-10 19:00,Gold,long,4285.5,4178.6143,4499.2713,4499.2713,2.2436,479.62,2.0,win,8,2.0,2,fvg,Long entry at 4285.50. Confluence factors:   • daily bar low touched demand zone (FVG/OB) and closed above it   • bullish reversal bar — demand zone held intraday Stop loss placed at 4178.61 (at structural swing extreme). Profit target 4499.27 (prior swing high/low). Risk/reward: 2.0:1. Position sized to risk 2% of account equity (£200).
